Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Dias, R.A., Agne, C.E., Gianuca, D., Gianuca, A., Barcellos-Silveira, A. & Bugoni, L. 2010.New records, distribution and status of six seabird species in Brazil. Iheringia, 100(4): 379-390.;ARA-LIT-98193;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Anous stolidus;Trinta-réis-escuro;Anous stolidus;species;1;Sem Informações;Chordata;Aves;Ciconiiformes;Laridae;Anous;Anous stolidus;Espécie não Ameaçada;Sem Informações;Ilha Trindade, 45 km de Martins Vaz;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5142;-29.3064;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Dias, R.A., Agne, C.E., Gianuca, D., Gianuca, A., Barcellos-Silveira, A. & Bugoni, L. 2010.New records, distribution and status of six seabird species in Brazil. Iheringia, 100(4): 379-390.;ARA-LIT-98194;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Gaivota-de-cabeça-cinza;Chroicocephalus cirrocephalus;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Ilha Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5142;-29.3064;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Dias, R.A., Agne, C.E., Gianuca, D., Gianuca, A., Barcellos-Silveira, A. & Bugoni, L. 2010.New records, distribution and status of six seabird species in Brazil. Iheringia, 100(4): 379-390.;ARA-LIT-98195;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Gaivota-maria-velha;Chroicocephalus maculipennis;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Ilha Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5142;-29.3064;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Dias, R.A., Agne, C.E., Gianuca, D., Gianuca, A., Barcellos-Silveira, A. & Bugoni, L. 2010.New records, distribution and status of six seabird species in Brazil. Iheringia, 100(4): 379-390.;ARA-LIT-98196;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Gaivota-alegre;Leucophaeus atricilla;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Praia do Andradas, Ilha Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5142;-29.3064;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Dias, R.A., Agne, C.E., Gianuca, D., Gianuca, A., Barcellos-Silveira, A. & Bugoni, L. 2010.New records, distribution and status of six seabird species in Brazil. Iheringia, 100(4): 379-390.;ARA-LIT-98197;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Gaivota-de-franklin;Leucophaeus pipixcan;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Praia do Andradas, Ilha Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5142;-29.3064;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Silveira, L.F. & Straube, F. C. 2008. Aves ameaçadas de extinção no Brasil, p. 378-679. In: Machado, A. B. M., Drummond, G. M. & Paglia, A.P. Livro Vermelho da Fauna Brasileira Ameaçada de Extinção. Ministério do Meio Ambiente e Fundação Biodiversitas. v.2, 1420p.;ARA-LIT-98198;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Fregata ariel;Tesourão-pequeno;Fregata ariel;species;1;Sem Informações;Chordata;Aves;Ciconiiformes;Fregatidae;Fregata;Fregata ariel;Espécie Ameaçada;Criticamente em Perigo;Ilha da Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5;-29.32;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Silveira, L.F. & Straube, F. C. 2008. Aves ameaçadas de extinção no Brasil, p. 378-679. In: Machado, A. B. M., Drummond, G. M. & Paglia, A.P. Livro Vermelho da Fauna Brasileira Ameaçada de Extinção. Ministério do Meio Ambiente e Fundação Biodiversitas. v.2, 1420p.;ARA-LIT-98199;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Fregata minor;Tesourão-grande;Fregata minor;species;1;Sem Informações;Chordata;Aves;Ciconiiformes;Fregatidae;Fregata;Fregata minor;Espécie Ameaçada;Criticamente em Perigo;Ilha da Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5;-29.32;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Silveira, L.F. & Straube, F. C. 2008. Aves ameaçadas de extinção no Brasil, p. 378-679. In: Machado, A. B. M., Drummond, G. M. & Paglia, A.P. Livro Vermelho da Fauna Brasileira Ameaçada de Extinção. Ministério do Meio Ambiente e Fundação Biodiversitas. v.2, 1420p.;ARA-LIT-98200;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pterodroma arminjoniana;Grazina-de-trindade;Pterodroma arminjoniana;species;1;Sem Informações;Chordata;Aves;Ciconiiformes;Procellariidae;Pterodroma;Pterodroma arminjoniana;Espécie Ameaçada;Criticamente em Perigo;Ilha da Trindade;Sem Informações;ES;Vitoria;Espécie não Sensível;-20.5;-29.32;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.F.P.Machado;RB00407467;236;Sem Informações;Sem Informações;30/10/2017;Vernonia scorpioides;Sem Informações;Cyrtocymura scorpioides (Lam.) H.Rob.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Vernonia;Vernonia scorpioides;Espécie não Ameaçada;Sem Informações;Entorno da Reserva Tauá. Reserva Tauá;Brasil;Rio de Janeiro;Armação dos Búzios;Espécie não Sensível;-22.7538889;-22.7583333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;P. H. A. Melo;RB00524885;954;22/11/2003;Sem Informações;30/10/2017;Malpighiaceae;Sem Informações;Dicella bracteosa (A.Juss.) Griseb.;family;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Polygalales;Malpighiaceae;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Faroeste, margem direita do Rio São Miguel. .;Brasil;Minas Gerais;Arcos;Espécie não Sensível;-20.2602778;-20.2672223;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;V. C. Souza;RB00527432;32612;17/02/2007;Sem Informações;30/10/2017;Plantae;Sem Informações;Callisthene;kingdom;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie Ameaçada;Em Perigo;Santana do Pirapama. Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. .;Brasil;Minas Gerais;Sem Informações;Espécie não Sensível;-18.9777778;-23.7763889;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Guimarães, P.;RB00527860;368;26/10/2004;Sem Informações;30/10/2017;Clidemia;Sem Informações;Clidemia;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Myrtales;Melastomataceae;Clidemia;Sem Informações;Espécie não Ameaçada;Sem Informações;BR 116. Macaé de Cima.;Brasil;Rio de Janeiro;Nova Friburgo;Espécie não Sensível;-22.3602778;-30.9333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.M.A. Braga;RB00423821;7529;27/10/2004;Sem Informações;30/10/2017;Lacistema pubescens;Sem Informações;Lacistema pubescens Mart.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Malpighiales;Lacistemataceae;Lacistema;Lacistema pubescens;Espécie não Ameaçada;Sem Informações;Fazenda Dubois ( propriedade do Sr. Portugual), Pedra Dubois.;Brasil;Rio de Janeiro;Santa Maria Madalena;Espécie não Sensível;-21.9480555;-21.9483333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;P.H.A. Melo;RB00530803;941;21/11/2003;Sem Informações;30/10/2017;Heteropterys;Sem Informações;Heteropterys;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Polygalales;Malpighiaceae;Heteropterys;Sem Informações;Espécie Ameaçada;Em Perigo;Arcos. Fazenda Faroeste, margem direita do Rio São Miguel. .;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.2602778;-20.2672223;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.E.A.Bertoni;RB00485385;400;16/03/1999;Sem Informações;30/10/2017;Capsicum;Sem Informações;Capsicum flexuosum Sendtn.;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;Sem Informações;Espécie não Ameaçada;Sem Informações;Parque Estadual.;Brasil;São Paulo;Porto Ferreira;Espécie não Sensível;-21.4833333;-27.4166667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Messias;RB00235623;50;15/02/1981;Sem Informações;30/10/2017;Myrsine;Sem Informações;Myrsine gardneriana A.DC.;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Primulales;Myrsinaceae;Myrsine;Sem Informações;Espécie Ameaçada;Em Perigo;Sem Informações;Brasil;São Paulo;Campos do Jordão;Espécie não Sensível;-22.7;-23.0;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;EDSON DE F. ALMEIDA;RB00174419;179;14/05/1982;Sem Informações;30/10/2017;Desmodium leiocarpum;Sem Informações;Desmodium leiocarpum (Spreng.) G.Don;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Fabales;Fabaceae;Desmodium;Desmodium leiocarpum;Espécie não Ameaçada;Sem Informações;PARQUE FLORESTAL DO RIO DOCE. Parque Florestal do Rio Doce;Brasil;Minas Gerais;Marliéria;Espécie não Sensível;-19.7833333;-24.6166667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;E. M. Zardini;RB00202965;58830;25/06/2002;Sem Informações;30/10/2017;Holocalyx balansae;Sem Informações;Holocalyx balansae Micheli;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Fabales;Fabaceae;Holocalyx;Holocalyx balansae;Espécie não Ameaçada;Sem Informações;Concepción. Between estancias Belo Horizonte and Primavera.;Paraguai;Sem Informações;Sem Informações;Espécie não Sensível;-22.7138889;-27.4933333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;E. M. Zardini;RB00202969;58811;25/06/2002;Sem Informações;30/10/2017;Anadenanthera colubrina;Sem Informações;Anadenanthera colubrina var. cebil (Griseb.) Altschue;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Fabales;Fabaceae;Anadenanthera;Anadenanthera colubrina;Espécie não Ameaçada;Sem Informações;Concepción. Between Estancias Belo Horizonte and Primavera. .;Paraguai;Sem Informações;Sem Informações;Espécie não Sensível;-22.7138889;-27.4933333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;E.P. DICKFELDT;RB00264768;51;17/11/1997;Sem Informações;30/10/2017;Convolvulaceae;Sem Informações;Distimake macrocalyx (Ruiz & Pav.) A.R.Simões & Staples;family;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Solanales;Convolvulaceae;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;PARQUE ESTADUAL.;Brasil;São Paulo;Porto Ferreira;Espécie não Sensível;-21.4833333;-27.4166667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;M. L. Fonseca;RB00142887;1502;11/08/1997;Sem Informações;30/10/2017;Chamaecrista orbiculata;Sem Informações;Chamaecrista orbiculata (Benth.) H.S.Irwin & Barneby;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Fabales;Fabaceae;Chamaecrista;Chamaecrista orbiculata;Espécie não Ameaçada;Sem Informações;Macedo, ca. 1 km. a direita da mina de níquel.;Brasil;Goiás;Niquelândia;Espécie não Sensível;-22.3833333;-24.7333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A. Quinet;RB00128887;Sem Informações;17/01/2002;Sem Informações;30/10/2017;Lauraceae;Sem Informações;Endlicheria paniculata (Spreng.) J.F.Macbr.;family;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Laurales;Lauraceae;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Jacarepagua, Sítio Santa Mama.;Brasil;Rio de Janeiro;Sem Informações;Espécie não Sensível;-22.9227778;-27.05;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Elsa M. Zardini & Manuel Vera;RB00131243;41711;28/10/1994;Sem Informações;30/10/2017;Ocotea diospyrifolia;Sem Informações;Ocotea diospyrifolia (Meisn.) Mez;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Laurales;Lauraceae;Ocotea;Ocotea diospyrifolia;Espécie não Ameaçada;Sem Informações;Pilcomayo River vasin: Rio Negro Gallery forest.;Paraguai;Sem Informações;Sem Informações;Espécie não Sensível;-25.0563889;-27.8827778;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;I.A. Araujo;RB00133672;73;Sem Informações;Sem Informações;30/10/2017;Persea americana;Sem Informações;Persea americana Mill.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Laurales;Lauraceae;Persea;Persea americana;Espécie não Ameaçada;Sem Informações;Simouriço. Reserva Ecológica Municipal de Macaé de Cima;Brasil;Rio de Janeiro;Nova Friburgo;Espécie não Sensível;-22.55;-22.4666667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;S. J. Silva Neto;RB00475090;779;10/07/1995;Sem Informações;30/10/2017;Dendropanax nebulosus;Sem Informações;Dendropanax nebulosus Fiaschi & Jung-Mend.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Apiales;Araliaceae;Dendropanax;Dendropanax nebulosus;Espécie não Ameaçada;Sem Informações;Maromba, Trilha para Cachoeira Itaporani.;Brasil;Rio de Janeiro;Itatiaia;Espécie não Sensível;-22.25;-22.4666667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.E.A. BERTONI;RB00221979;399;30/09/1998;Sem Informações;30/10/2017;Mollinedia widgrenii;Sem Informações;Mollinedia widgrenii A.DC.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Laurales;Monimiaceae;Mollinedia;Mollinedia widgrenii;Espécie não Ameaçada;Sem Informações;PARQUE ESTADUAL.;Brasil;São Paulo;Porto Ferreira;Espécie não Sensível;-21.4833333;-27.4166667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J. P. Souza;RB00299498;03 JPS;09/10/1994;Sem Informações;30/10/2017;Piper;Sem Informações;Piper fuligineum Kunth;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Piperales;Piperaceae;Piper;Sem Informações;Espécie Ameaçada;Em Perigo;4 km de Paulo de Faria em direção a Riolândia.;Brasil;São Paulo;Paulo de Faria;Espécie não Sensível;-20.0316667;-29.4280556;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;E. M. Zardini;RB00374872;58811;25/06/2002;Sem Informações;30/10/2017;Anadenanthera peregrina;Sem Informações;Anadenanthera peregrina (L.) Speg.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Fabales;Fabaceae;Anadenanthera;Anadenanthera peregrina;Espécie não Ameaçada;Sem Informações;Between Estancias Belo Horizonte and Primavera.;Paraguai;Sem Informações;Sem Informações;Espécie não Sensível;-22.7138889;-27.4933333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho & RG Bahia;RB00605015;Sem Informações;20/03/2009;Sem Informações;30/10/2017;Mesophyllum engelhartii;Sem Informações;Mesophyllum engelhartii (Foslie) Adey;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Mesophyllum;Mesophyllum engelhartii;Espécie não Ameaçada;Sem Informações;Enseada dos Farilhões, Ilha de Trindade.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.5252778;-29.3102778;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho & RG Bahia;RB00605138;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Sporolithon ptychoides;Sem Informações;Sporolithon ptychoides Heydr.;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Sporolithaceae;Sporolithon;Sporolithon ptychoides;Espécie não Ameaçada;Sem Informações;Enseada dos Farilhôes, Ilha de Trindade.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.5427777;-29.3244445;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho;RB00605148;Sem Informações;11/03/2009;Sem Informações;30/10/2017;Sporolithon;Sem Informações;Sporolithon yoneshigueae Bahia, Amado-Filho, Maneveldt & W.H.Adey;genus;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Sporolithaceae;Sporolithon;Sem Informações;Espécie não Ameaçada;Sem Informações;Cadeia Vitória-Trindade, Banco Jaseur.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.4880555;-30.1019444;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho & RG Bahia;RB00605163;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Hydrolithon rupestris;Sem Informações;Hydrolithon rupestris (Foslie) Penrose;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Hydrolithon;Hydrolithon rupestris;Espécie não Ameaçada;Sem Informações;Enseada dos Farilhões, Ilha de Trindade.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.5427777;-29.3247223;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.A.Pastore;RB00608316;859;07/12/2000;Sem Informações;30/10/2017;Ocotea teleiandra;Sem Informações;Ocotea teleiandra (Meisn.) Mez;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Laurales;Lauraceae;Ocotea;Ocotea teleiandra;Espécie não Ameaçada;Sem Informações;Parque estadual Xixová-Xapui.;Brasil;São Paulo;São Vicente;Espécie não Sensível;-23.9769445;-24.035;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho & RG Bahia;RB00590792;Sem Informações;21/03/2009;Sem Informações;30/10/2017;Lithophyllum prototypum;Sem Informações;Lithophyllum prototypum (Foslie) Foslie;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Lithophyllum;Lithophyllum prototypum;Espécie não Ameaçada;Sem Informações;Cadeia Vitória Trindade, Ilha de Martin Vaz.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.4680556;-28.8577778;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;R.A.S. Pereira;RB00555471;144;02/02/2006;Sem Informações;30/10/2017;Ficus;Sem Informações;Ficus eximia Schott;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Urticales;Moraceae;Ficus;Sem Informações;Espécie Ameaçada;Vulnerável;Campus da USP. (Corr. Alerg.). Atrás da capela, entre a livraria Atlas e a FEA.;Brasil;São Paulo;Ribeirão Preto;Espécie não Sensível;-20.55;-30.35;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561598;Sem Informações;16/03/2009;Sem Informações;30/10/2017;Caulerpa pusilla;Sem Informações;Caulerpa pusilla (Kütz.) J.Agardh;species;Sem Informações;Sem Informações;Chlorophyta;Bryopsidophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa pusilla;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Enseada dos Farilhões.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5333333;-29.3333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561599;Sem Informações;20/03/2009;Sem Informações;30/10/2017;Caulerpa pusilla;Sem Informações;Caulerpa pusilla (Kütz.) J.Agardh;species;Sem Informações;Sem Informações;Chlorophyta;Bryopsidophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa pusilla;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Enseada dos Farilhões.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5333333;-29.3333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561600;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Caulerpa pusilla;Sem Informações;Caulerpa pusilla (Kütz.) J.Agardh;species;Sem Informações;Sem Informações;Chlorophyta;Bryopsidophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa pusilla;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Ponta Noroeste.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5;-29.35;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561602;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Caulerpa mexicana;Sem Informações;Caulerpa mexicana Sond. ex Kütz.;species;Sem Informações;Sem Informações;Chlorophyta;Bryopsidophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa mexicana;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Ponta Noroeste.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5;-29.35;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561603;Sem Informações;21/03/2009;Sem Informações;30/10/2017;Caulerpa kempfii;Sem Informações;Caulerpa kempfii A.B.Joly & S.Pereira;species;Sem Informações;Sem Informações;Chlorophyta;Bryopsidophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa kempfii;Espécie não Ameaçada;Sem Informações;Ilha de Martin Vaz.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.4666667;-28.85;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561604;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Anadyomene stellata;Sem Informações;Anadyomene stellata (Wulfen) J.Agardh;species;Sem Informações;Sem Informações;Chlorophyta;Ulvophyceae;Cladophorales;Anadyomenaceae;Anadyomene;Anadyomene stellata;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Ponta Noroeste.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5;-29.35;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561606;Sem Informações;16/03/2009;Sem Informações;30/10/2017;Anadyomene saldanhae;Sem Informações;Anadyomene saldanhae A.B.Joly & E.C.Oliveira;species;Sem Informações;Sem Informações;Chlorophyta;Ulvophyceae;Cladophorales;Anadyomenaceae;Anadyomene;Anadyomene saldanhae;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Enseada dos Farilhões.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5333333;-29.3333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561607;Sem Informações;20/03/2009;Sem Informações;30/10/2017;Anadyomene saldanhae;Sem Informações;Anadyomene saldanhae A.B.Joly & E.C.Oliveira;species;Sem Informações;Sem Informações;Chlorophyta;Ulvophyceae;Cladophorales;Anadyomenaceae;Anadyomene;Anadyomene saldanhae;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Enseada dos Farilhões.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5333333;-29.3333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Gilberto Menezes Amado Filho;RB00561608;Sem Informações;21/03/2009;Sem Informações;30/10/2017;Anadyomene saldanhae;Sem Informações;Anadyomene saldanhae A.B.Joly & E.C.Oliveira;species;Sem Informações;Sem Informações;Chlorophyta;Ulvophyceae;Cladophorales;Anadyomenaceae;Anadyomene;Anadyomene saldanhae;Espécie não Ameaçada;Sem Informações;Ilha de Martin Vaz.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.4666667;-28.85;Sem Informações;Sem Informações;Sem Informações
