Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho;RB00764553;Sem Informações;11/03/2009;Sem Informações;30/10/2017;Sporolithon;Sem Informações;Sporolithon yoneshigueae Bahia, Amado-Filho, Maneveldt & W.H.Adey;genus;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Sporolithaceae;Sporolithon;Sem Informações;Espécie não Ameaçada;Sem Informações;Cadeia Vitória-Trindade, Banco Jaseur.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.4880555;-30.1019444;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho;RB00764555;Sem Informações;11/03/2009;Sem Informações;30/10/2017;Sporolithon;Sem Informações;Sporolithon yoneshigueae Bahia, Amado-Filho, Maneveldt & W.H.Adey;genus;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Sporolithaceae;Sporolithon;Sem Informações;Espécie não Ameaçada;Sem Informações;Cadeia Vitória-Trindade, Banco Jaseur.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.4880555;-30.1019444;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;Giaretta, A.;RB00740432;1352;23/10/2012;Sem Informações;30/10/2017;Myrciaria strigipes;Sem Informações;Myrciaria strigipes O.Berg;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrciaria;Myrciaria strigipes;Espécie não Ameaçada;Sem Informações;Conceição da Barra. Floresta de restinga seca próximo à foz natural do rio Itaúnas.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-18.5563889;-29.7383333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho & RG Bahia;RB00623231;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Hydrolithon rupestris;Sem Informações;Hydrolithon rupestris (Foslie) Penrose;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Hydrolithon;Hydrolithon rupestris;Espécie não Ameaçada;Sem Informações;Enseada dos Farilhôes, Ilha de Trindade.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.5427777;-29.3247223;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A. Korte;RB00673127;6564;12/04/2011;Sem Informações;30/10/2017;Baccharis microdonta;Sem Informações;Baccharis microdonta DC.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Baccharis;Baccharis microdonta;Espécie não Ameaçada;Sem Informações;Sem Informações;Brasil;Santa Catarina;Ponte Serrada;Espécie não Sensível;-26.85;-21.9;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.Korte;RB00673134;6566;12/04/2011;Sem Informações;30/10/2017;Jungia floribunda;Sem Informações;Jungia floribunda Less.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Jungia;Jungia floribunda;Espécie não Ameaçada;Sem Informações;Sem Informações;Brasil;Santa Catarina;Ponte Serrada;Espécie não Sensível;-26.85;-21.9;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;C.B. Virillo;RB00857405;47;Sem Informações;Sem Informações;30/10/2017;Paspalum atratum;Sem Informações;Paspalum atratum Swallen;species;Sem Informações;Sem Informações;Magnoliophyta;Liliopsida;Poales;Poaceae;Paspalum;Paspalum atratum;Espécie não Ameaçada;Sem Informações;Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d´água para vila de moradores.;Brasil;São Paulo;Tapiraí;Espécie não Sensível;-24.0;-24.0;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;C.B. Virillo;RB00857445;45;Sem Informações;Sem Informações;30/10/2017;Croton lundianus;Sem Informações;Croton lundianus (Didr.) Müll.Arg.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Croton;Croton lundianus;Espécie não Ameaçada;Sem Informações;Reserva Particular Votorantim (CBA). UHE da Barra, trilha da caixa d´água para vila de moradores.;Brasil;São Paulo;Tapiraí;Espécie não Sensível;-24.0;-24.0;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;P.H.A. Melo;RB00851866;1218;25/06/2004;Sem Informações;30/10/2017;Solanaceae;Sem Informações;Dyssochroma viridiflorum (Sims) Miers;family;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Solanales;Solanaceae;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Amargoso, MG 439 km 16.;Brasil;Minas Gerais;Pains;Espécie não Sensível;-20.3666667;-20.3833333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;C.B. Virillo;RB00854690;48;25/10/2013;Sem Informações;30/10/2017;Sida;Sem Informações;Sida planicaulis Cav.;genus;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Malvales;Malvaceae;Sida;Sem Informações;Espécie não Ameaçada;Sem Informações;Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d´ água para vila de moradores.;Brasil;São Paulo;Tapiraí;Espécie não Sensível;-24.3402777;-24.4027777;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;D.M. Neves;RB00842942;1616;12/01/2014;Sem Informações;30/10/2017;Bauhinia corniculata;Sem Informações;Bauhinia corniculata Benth.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;Bauhinia corniculata;Espécie não Ameaçada;Sem Informações;Sudoeste de Ninheira  .;Brasil;Minas Gerais;Ninheira;Espécie não Sensível;-17.3125;-31.5791667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;GM Amado Filho;RB00774040;Sem Informações;20/03/2009;Sem Informações;30/10/2017;Mesophyllum erubescens;Sem Informações;Mesophyllum erubescens (Folie) Me.Lemoine;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Mesophyllum;Mesophyllum erubescens;Espécie não Ameaçada;Sem Informações;Enseada do Príncipe, Ilha de Trindade.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.5252778;-29.3102778;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;G.M. Amado Filho et al.;RB00810718;Sem Informações;19/02/2011;Sem Informações;30/10/2017;Botryocladia bahamensis;Sem Informações;Botryocladia bahamensis D.L.Ballant. & Aponte;species;Sem Informações;Sem Informações;Rhodophyta;Florideophyceae;Rhodymeniales;Rhodymeniaceae;Botryocladia;Botryocladia bahamensis;Espécie não Ameaçada;Sem Informações;Ilha Trindade.;Brasil;Espírito Santo;Vitória;Espécie não Sensível;-20.5333333;-29.3166667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;G.M. Amado Filho et al.;RB00810733;Sem Informações;18/03/2009;Sem Informações;30/10/2017;Udotea cyathiformis;Sem Informações;Udotea cyathiformis Decne.;species;Sem Informações;Sem Informações;Chlorophyta;Bryopsidophyceae;Bryopsidales;Udoteaceae;Udotea;Udotea cyathiformis;Espécie não Ameaçada;Sem Informações;Ilha Trindade.;Brasil;Espírito Santo;Vitória;Espécie não Sensível;-20.4833333;-29.3333333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;G. O. Romão;RB00782323;1664;06/11/2006;Sem Informações;30/10/2017;Myrcia guianensis;Sem Informações;Myrcia guianensis (Aubl.) DC.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrcia;Myrcia guianensis;Espécie não Ameaçada;Sem Informações;Serra da Bocaina, acesso pela rod. BR 476, km 70-71 na estrada indicada pela placa para fazenda Turbay.;Brasil;Paraná;Bocaiúva do Sul;Espécie não Sensível;-25.0666667;-25.05;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;L.S. Kinoshita;RB00908734;957;05/04/1995;Sem Informações;30/10/2017;Philodendron appendiculatum;Sem Informações;Philodendron appendiculatum Nadruz & Mayo;species;Sem Informações;Sem Informações;Magnoliophyta;Liliopsida;Alismatales;Araceae;Philodendron;Philodendron appendiculatum;Espécie não Ameaçada;Sem Informações;12Km ao Norte de Lavrinhas, vale do Ribeirão do Braço.;Brasil;São Paulo;Lavrinhas;Espécie não Sensível;-22.4563889;-22.4627778;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.A.M. de Barros;RB00918444;4943;11/05/2013;Sem Informações;30/10/2017;Plantae;Sem Informações;Trigonia eriosperma (Lam.) Fromm & Santos;kingdom;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Jurujuba, Área de Proteção Ambiental do Morro do Morcego, Fortaleza de Santa Cruz e dos Fortes do Pico e Rio Branco (APA dos Fortes), Trilha do cano da subida do Forte do Pico e estradas adjacentes.;Brasil;Rio de Janeiro;Niterói;Espécie não Sensível;-22.9322223;-24.1866667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.E.Q. Faria;RB01097460;4240;31/10/2014;Sem Informações;30/10/2017;Plantae;Sem Informações;Swartzia;kingdom;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie Ameaçada;Vulnerável;Próximo à Itaúnas.;Brasil;Espírito Santo;Conceição da Barra;Espécie não Sensível;-18.4472222;-29.7191667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J. Kallunki, J. Pirani, I. Cordeiro, P.L.R. de Moraes;RB01098807;Sem Informações;17/02/1994;Sem Informações;30/10/2017;Bixa orellana;Sem Informações;Bixa orellana L.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Violales;Bixaceae;Bixa;Bixa orellana;Espécie não Ameaçada;Sem Informações;Faz. nova Pau- Brasil located on dirt road turning W at ca 4 km N of junctin af BR-101 and road to Prado at N edge of Itamarajú . Disturbed florest and side of road from fazenda to baseof. Pedra de Pescoço.;Brasil;Bahia;Itamaraju;Espécie não Sensível;-16.9213889;-29.5833333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.P.L. Braga;RB01013410;322;25/03/2014;Sem Informações;30/10/2017;Boraginaceae;Sem Informações;Varronia polycephala Lam.;family;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Lamiales;Boraginaceae;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;APA da Pedra Branca em Pocinhos do Rio Verde, coletado em fragmento de mata entre pedreira e a estrada da frente.;Brasil;Minas Gerais;Caldas;Espécie não Sensível;-21.9575;-23.0666667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;J.P.L. Braga;RB01018258;120;13/08/2013;Sem Informações;30/10/2017;Dendropanax cuneatus;Sem Informações;Dendropanax cuneatus (DC.) Decne. & Planch.;species;Sem Informações;Sem Informações;Magnoliophyta;Magnoliopsida;Apiales;Araliaceae;Dendropanax;Dendropanax cuneatus;Espécie não Ameaçada;Sem Informações;Área da Pedra Branca.;Brasil;Minas Gerais;Caldas;Espécie não Sensível;-21.9566667;-23.5225;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028721;263;16/02/2011;Sem Informações;30/10/2017;Fissidens hornschuchii;Sem Informações;Fissidens hornschuchii Mont.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Fissidentales;Fissidentaceae;Fissidens;Fissidens hornschuchii;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, trilha da praia, praia do princípe.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5147222;-29.3216667;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028725;82;18/06/2010;Sem Informações;30/10/2017;Fissidens hornschuchii;Sem Informações;Fissidens hornschuchii Mont.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Fissidentales;Fissidentaceae;Fissidens;Fissidens hornschuchii;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado e Floresta de Samambaias.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028905;103;18/06/2010;Sem Informações;30/10/2017;Anthoceros punctatus;Sem Informações;Anthoceros punctatus L.;species;Sem Informações;Sem Informações;Anthocerotophyta;Anthocerotopsida;Anthocerotales;Anthocerotaceae;Anthoceros;Anthoceros punctatus;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado e Floresta de Samambaias.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028914;66;18/06/2010;Sem Informações;30/10/2017;Campylopus pilifer;Sem Informações;Campylopus pilifer Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Dicranales;Dicranaceae;Campylopus;Campylopus pilifer;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, POIT - Posto Oceanógrafo da Ilha da Trindade.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028916;70;18/06/2010;Sem Informações;30/10/2017;Campylopus pilifer;Sem Informações;Campylopus pilifer Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Dicranales;Dicranaceae;Campylopus;Campylopus pilifer;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, POIT - Posto Oceanógrafo da Ilha da Trindade.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028923;76;18/06/2010;Sem Informações;30/10/2017;Campylopus pilifer;Sem Informações;Campylopus pilifer Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Dicranales;Dicranaceae;Campylopus;Campylopus pilifer;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, POIT - Posto Oceanográfico da Ilha da Trindade, sobre solo, no topo da montanha.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01028929;68;18/06/2010;Sem Informações;30/10/2017;Dicranella varia;Sem Informações;Dicranella varia (Hedw.) Schimp.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Not assigned;Not assigned;Dicranella;Dicranella varia;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, POIT - Posto Oceanográfico da Ilha da Trindade.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030719;363;26/02/2011;Sem Informações;30/10/2017;Chiloscyphus;Sem Informações;Chiloscyphus martianus (Nees) J.J.Engel & R.M.Schust.;genus;Sem Informações;Sem Informações;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lophocoleaceae;Chiloscyphus;Sem Informações;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Floresta de Samambaias.;Brasil;Espírito Santo;Sem Informações;Espécie não Sensível;-20.5163889;-29.3508333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030725;73;18/06/2010;Sem Informações;30/10/2017;Bryum cellulare;Sem Informações;Bryum cellulare Hook.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Bryales;Bryaceae;Bryum;Bryum cellulare;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, POIT - Posto Oceanográfico da Ilha da Trindade, sobre o solo na trilha do morro.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030730;65;18/06/2010;Sem Informações;30/10/2017;Hyophiladelphus agrarius;Sem Informações;Hyophiladelphus agrarius (Hedw.) R.H.Zander;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Hyophiladelphus;Hyophiladelphus agrarius;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, POIT - Posto Oceanográfico da Ilha da Trindade. Sobre o solo na trilha.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030760;67;18/06/2010;Sem Informações;30/10/2017;Dicranella lindigiana;Sem Informações;Dicranella lindigiana (Hampe) Mitt.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Dicranales;Dicranaceae;Dicranella;Dicranella lindigiana;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, POIT - Posto Oceanográfico da Ilha da Trindade. Sobre o solo no topo do pico da montanha.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030761;71;05/06/2010;Sem Informações;30/10/2017;Dicranella lindigiana;Sem Informações;Dicranella lindigiana (Hampe) Mitt.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Dicranales;Dicranaceae;Dicranella;Dicranella lindigiana;Espécie não Ameaçada;Sem Informações;Ilha da Trindade. Trilha sobre o solo na sombra.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.3183334;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030776;349;26/02/2011;Sem Informações;30/10/2017;Philonotis uncinata;Sem Informações;Philonotis uncinata (Schwägr.) Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Bryales;Bartramiaceae;Philonotis;Philonotis uncinata;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado. Tronco vivo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5183333;-29.2458333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030778;432;27/02/2011;Sem Informações;30/10/2017;Philonotis uncinata;Sem Informações;Philonotis uncinata (Schwägr.) Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Bryales;Bartramiaceae;Philonotis;Philonotis uncinata;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, leito do córrego e ponto do Noroeste.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5091666;-29.3372222;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030780;428;27/02/2011;Sem Informações;30/10/2017;Philonotis uncinata;Sem Informações;Philonotis uncinata (Schwägr.) Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Bryales;Bartramiaceae;Philonotis;Philonotis uncinata;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, leito do córrego e ponto do Noroeste. Solo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5091666;-29.3372222;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030781;412;27/02/2011;Sem Informações;30/10/2017;Philonotis uncinata;Sem Informações;Philonotis uncinata (Schwägr.) Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Bryales;Bartramiaceae;Philonotis;Philonotis uncinata;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, leito do córrego e ponto do Noroeste. Solo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5091666;-29.3372222;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030783;459;05/03/2011;Sem Informações;30/10/2017;Philonotis uncinata;Sem Informações;Philonotis uncinata (Schwägr.) Brid.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Bryales;Bartramiaceae;Philonotis;Philonotis uncinata;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, leito do córrego trilha da praia do M. Solo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5238889;-29.5061111;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030786;361;26/02/2011;Sem Informações;30/10/2017;Isopterygium tenerifolium;Sem Informações;Isopterygium tenerifolium Mitt.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Hypnales;Hypnaceae;Isopterygium;Isopterygium tenerifolium;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Floresta de Samambaias. Solo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5163889;-29.3508333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030788;504;09/03/2011;Sem Informações;30/10/2017;Isopterygium tenerifolium;Sem Informações;Isopterygium tenerifolium Mitt.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Hypnales;Hypnaceae;Isopterygium;Isopterygium tenerifolium;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado e Floresta de Samambaias. Tronco morto.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5211111;-29.3275;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030790;97;18/06/2010;Sem Informações;30/10/2017;Isopterygium tenerifolium;Sem Informações;Isopterygium tenerifolium Mitt.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Hypnales;Hypnaceae;Isopterygium;Isopterygium tenerifolium;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado e Floresta de Samambaias. Solo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5263889;-29.235;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030791;492;09/03/2011;Sem Informações;30/10/2017;Isopterygium tenerifolium;Sem Informações;Isopterygium tenerifolium Mitt.;species;Sem Informações;Sem Informações;Bryophyta;Bryopsida;Hypnales;Hypnaceae;Isopterygium;Isopterygium tenerifolium;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado e Floresta de Samambaias. Tronco morto.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5211111;-29.3275;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030799;376;26/02/2011;Sem Informações;30/10/2017;Acanthocoleus aberrans;Sem Informações;Acanthocoleus aberrans (Lindenb. & Gottsche) Kruijt;species;Sem Informações;Sem Informações;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Acanthocoleus;Acanthocoleus aberrans;Espécie não Ameaçada;Sem Informações;Ilha de Trindade, Floresta de Samambaias. Tronco vivo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5163889;-29.3508333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030801;374;26/02/2011;Sem Informações;30/10/2017;Acanthocoleus aberrans;Sem Informações;Acanthocoleus aberrans (Lindenb. & Gottsche) Kruijt;species;Sem Informações;Sem Informações;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Acanthocoleus;Acanthocoleus aberrans;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Floresta de Samambaias. Tronco vivo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5163889;-29.3508333;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030803;486;09/03/2011;Sem Informações;30/10/2017;Acanthocoleus aberrans;Sem Informações;Acanthocoleus aberrans (Lindenb. & Gottsche) Kruijt;species;Sem Informações;Sem Informações;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Acanthocoleus;Acanthocoleus aberrans;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado e Floresta de Samabaias. Tronco vivo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5211111;-29.3275;Sem Informações;Sem Informações;Sem Informações
Sem Informações;JBRJ;Herbário do Jardim Botânico do Rio de Janeiro;RB;A.L.A. Faria;RB01030806;360;26/02/2011;Sem Informações;30/10/2017;Leucolejeunea;Sem Informações;Leucolejeunea unciloba (Lindenb.) A. Evans;genus;Sem Informações;Sem Informações;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Leucolejeunea;Sem Informações;Espécie não Ameaçada;Sem Informações;Ilha da Trindade, Pico do Desejado. Tronco Vivo.;Brasil;Sem Informações;Sem Informações;Espécie não Sensível;-20.5183333;-29.2458333;Sem Informações;Sem Informações;Sem Informações
